Mod:Item:MetaData, Localized Name
plustic:katana, Katana
plustic:mirionnugget, Mirion Nugget
plustic:mirioningot, Mirion Ingot
plustic:mirionblock, Mirion Block
rats:block_of_cheese, Block of Cheese
rats:cauldron_milk, Cauldron of Milk
rats:cauldron_cheese, Cauldron of Cheese
rats:rat_hole, Rat Hole
rats:rattrap, Rat Trap
rats:rat_cage, Rat Cage
rats:rat_cage_decorated, Rat Cage
rats:rat_cage_breeding_lantern, tile.rats.rat_cage_breeding_lantern.name
rats:fish_barrel, Barrel of Fish
rats:rat_crafting_table, Rat Crafting Table
rats:auto_curdler, Curdling Station
rats:rat_tube_white, White Rat Tube
rats:rat_tube_orange, Orange Rat Tube
rats:rat_tube_magenta, Magenta Rat Tube
rats:rat_tube_light_blue, Light Blue Rat Tube
rats:rat_tube_yellow, Yellow Rat Tube
rats:rat_tube_lime, Lime Rat Tube
rats:rat_tube_pink, Pink Rat Tube
rats:rat_tube_gray, Gray Rat Tube
rats:rat_tube_silver, Light Gray Rat Tube
rats:rat_tube_cyan, Cyan Rat Tube
rats:rat_tube_purple, Purple Rat Tube
rats:rat_tube_blue, Blue Rat Tube
rats:rat_tube_brown, Brown Rat Tube
rats:rat_tube_green, Green Rat Tube
rats:rat_tube_red, Red Rat Tube
rats:rat_tube_black, Black Rat Tube
rats:garbage_pile, Garbage Pile
rats:ratglove_flower, Ratglove Flower
rats:marbled_cheese_raw, Raw Marbled Cheese
rats:marbled_cheese, Marbled Cheese
rats:marbled_cheese_slab:0, Marbled Cheese Slab
rats:marbled_cheese_slab_double:0, Marbled Cheese Slab
rats:marbled_cheese_stairs, Marbled Cheese Stairs
rats:marbled_cheese_tile, Marbled Cheese Tile
rats:marbled_cheese_chiseled, Chiseled Marbled Cheese
rats:marbled_cheese_pillar, Marbled Cheese Pillar
rats:marbled_cheese_brick, Marbled Cheese Brick
rats:marbled_cheese_brick_slab:0, Marbled Cheese Brick Slab
rats:marbled_cheese_brick_slab_double:0, Marbled Cheese Brick Slab
rats:marbled_cheese_brick_stairs, Marbled Cheese Brick Stairs
rats:marbled_cheese_brick_chiseled, Chiseled Marbled Cheese Brick
rats:marbled_cheese_brick_cracked, Cracked Marbled Cheese Brick
rats:marbled_cheese_brick_mossy, Mossy Marbled Cheese Brick
rats:marbled_cheese_dirt, Marbled Cheese Dirt
rats:marbled_cheese_grass, Marbled Cheese Grass
rats:marbled_cheese_rat_head, Ratlantean Automaton Head
rats:marbled_cheese_golem_core, Ratlantean Automaton Core
rats:ratlantis_portal, Ratlantis Portal
rats:compressed_rat, Block of Ratglove
rats:brain_block, Brain Block
rats:jack_o_ratern, Jack O' Ratern
rats:upgrade_combiner, Rat Upgrade Combiner
rats:upgrade_separator, Rat Upgrade Separator
rats:rat_lantern, Rat Lantern
rats:cheese, Cheese
rats:raw_rat, Raw Rat
rats:cooked_rat, Cooked Rat
rats:rat_pelt, Rat Pelt
rats:cheese_stick, Cheese Staff
rats:radius_stick, Rat Radius Staff
rats:chef_toque, Chef Toque
rats:rat_flute, Rat Flute
rats:piper_hat, Piper Hat
rats:string_cheese, String Cheese
rats:creative_cheese, Creative Cheese
rats:assorted_vegetables, Assorted Vegetables
rats:rat_burger, Rat Burger
rats:rat_sack, Rat Sack
rats:rat_arrow, Rat on Arrow
rats:rat_capture_net, Rat Capture Net
rats:rat_upgrade_fragment, Rat Upgrade Fragment
rats:feathery_wing, Feathery Wing
rats:dragon_wing, Dragon Wing
rats:plastic_waste, Plastic Waste
rats:raw_plastic, Raw Plastic
rats:contaminated_food, Contaminated Food
rats:purifying_liquid, Purifying Liquid
rats:herb_bundle, Bundle of Sweet-Smelling Herbs
rats:treacle, Old Treacle
rats:plague_leech, Plague Leech
rats:plague_stew, Plague Stew
rats:plague_scythe, Black Death Scythe
rats:plague_tome, Plague Tome
rats:charged_creeper_chunk, Charged Creeper Chunk
rats:rat_igloo_white, White Rat Igloo
rats:rat_igloo_orange, Orange Rat Igloo
rats:rat_igloo_magenta, Magenta Rat Igloo
rats:rat_igloo_light_blue, Light Blue Rat Igloo
rats:rat_igloo_yellow, Yellow Rat Igloo
rats:rat_igloo_lime, Lime Rat Igloo
rats:rat_igloo_pink, Pink Rat Igloo
rats:rat_igloo_gray, Gray Rat Igloo
rats:rat_igloo_silver, Light Gray Rat Igloo
rats:rat_igloo_cyan, Cyan Rat Igloo
rats:rat_igloo_purple, Purple Rat Igloo
rats:rat_igloo_blue, Blue Rat Igloo
rats:rat_igloo_brown, Brown Rat Igloo
rats:rat_igloo_green, Green Rat Igloo
rats:rat_igloo_red, Red Rat Igloo
rats:rat_igloo_black, Black Rat Igloo
rats:rat_water_bottle, Rat Water Bottle
rats:rat_seed_bowl, Rat Seed Bowl
rats:rat_hammock_white, White Rat Hammock
rats:rat_hammock_orange, Orange Rat Hammock
rats:rat_hammock_magenta, Magenta Rat Hammock
rats:rat_hammock_light_blue, Light Blue Rat Hammock
rats:rat_hammock_yellow, Yellow Rat Hammock
rats:rat_hammock_lime, Lime Rat Hammock
rats:rat_hammock_pink, Pink Rat Hammock
rats:rat_hammock_gray, Gray Rat Hammock
rats:rat_hammock_silver, Light Gray Rat Hammock
rats:rat_hammock_cyan, Cyan Rat Hammock
rats:rat_hammock_purple, Purple Rat Hammock
rats:rat_hammock_blue, Blue Rat Hammock
rats:rat_hammock_brown, Brown Rat Hammock
rats:rat_hammock_green, Green Rat Hammock
rats:rat_hammock_red, Red Rat Hammock
rats:rat_hammock_black, Black Rat Hammock
rats:rat_breeding_lantern, Rat Breeding Lantern
rats:confit_byaldi, Confit Byaldi
rats:potato_pancake, Potato Pancake
rats:little_black_squash_balls, Little Black Squash Balls
rats:little_black_worm, Little Black Worm
rats:centipede, Centipede
rats:potato_kinishes, Potato Knishes
rats:tiny_coin, Tiny Coin
rats:token_fragment, Mysterious Token Fragment
rats:token_piece, Mysterious Token Chunk
rats:chunky_cheese_token, Chunky Cheese Token
rats:archeologist_hat, Archeologist Hat
rats:farmer_hat, Farmer Hat
rats:fisherman_hat, Fisherman's Hat
rats:rat_fez, Rat Fez
rats:top_hat, Top Hat
rats:santa_hat, Santa Hat
rats:plague_doctor_mask, Plague Doctor Mask
rats:black_death_mask, Black Death Mask
rats:plague_essence, Plague Essence
rats:plague_doctorate, Plague Doctorate
rats:rat_toga, Rat Toga
rats:ratglove_petals, Ratglove Petals
rats:feral_rat_claw, Feral Rat Claw
rats:feral_bagh_nakhs, Feral Ratlantean Bagh-Nakhs
rats:gem_of_ratlantis, Gem of Ratlantis
rats:arcane_technology, §2Arcane Technology
rats:ancient_sawblade, Ancient Sawblade
rats:ratlantean_flame, Ratlantean Spirit Flame
rats:vial_of_sentience, Vial of Consciousness
rats:psionic_rat_brain, §bPsionic Rat Brain
rats:pirat_hat, Pirat Hat
rats:pirat_cutlass, Pirat Cutlass
rats:cheese_cannonball, Cheese Cannonball
rats:rat_diamond, Rat Diamond
rats:music_disc_mice_on_venus, Music Disc
rats:music_disc_living_mice, Music Disc
rats:idol_of_ratlantis, §aAvatar of Ratlantis
rats:rat_upgrade_basic, Rat Upgrade: Basic
rats:rat_upgrade_creative, Rat Upgrade: Creative
rats:rat_upgrade_speed, Rat Upgrade: Speed
rats:rat_upgrade_replanter, Rat Upgrade: Replanter
rats:rat_upgrade_platter, Rat Upgrade: Platter
rats:rat_upgrade_health, Rat Upgrade: Health
rats:rat_upgrade_armor, Rat Upgrade: Armor
rats:rat_upgrade_strength, Rat Upgrade: Strength
rats:rat_upgrade_warrior, Rat Upgrade: Warrior
rats:rat_upgrade_god, Rat Upgrade: Battle-God
rats:rat_upgrade_chef, Rat Upgrade: Chef
rats:rat_upgrade_crafting, Rat Upgrade: Crafting
rats:rat_upgrade_blacklist, Rat Upgrade: Blacklist
rats:rat_upgrade_whitelist, Rat Upgrade: Whitelist
rats:rat_upgrade_flight, Rat Upgrade: Flight
rats:rat_upgrade_dragon, Rat Upgrade: Dragon
rats:rat_upgrade_aquatic, Rat Upgrade: Aquatic
rats:rat_upgrade_ender, Rat Upgrade: Ender
rats:rat_upgrade_lumberjack, Rat Upgrade: Lumberjack
rats:rat_upgrade_miner, Rat Upgrade: Miner
rats:rat_upgrade_farmer, Rat Upgrade: Planter
rats:rat_upgrade_breeder, Rat Upgrade: Animal Breeder
rats:rat_upgrade_fisherman, Rat Upgrade: Fisherman
rats:rat_upgrade_asbestos, Rat Upgrade: Asbesto-Rat
rats:rat_upgrade_underwater, Rat Upgrade: Extra Breath
rats:rat_upgrade_poison, Rat Upgrade: Potion Resistance
rats:rat_upgrade_damage_protection, Rat Upgrade: Damage Protection
rats:rat_upgrade_jury_rigged, Rat Upgrade: Jury-Rigged
rats:rat_upgrade_ore_doubling, Rat Upgrade: Ore Doubling
rats:rat_upgrade_basic_energy, Rat Upgrade: Basic Energy Transfer
rats:rat_upgrade_advanced_energy, Rat Upgrade: Advanced Energy Transfer
rats:rat_upgrade_elite_energy, Rat Upgrade: Elite Energy Transfer
rats:rat_upgrade_extreme_energy, Rat Upgrade: Extreme Energy Transfer
rats:rat_upgrade_bucket, Rat Upgrade: Bucket
rats:rat_upgrade_big_bucket, Rat Upgrade: Mega-Bucket
rats:rat_upgrade_milker, Rat Upgrade: Milkmaid
rats:rat_upgrade_shears, Rat Upgrade: Shears
rats:rat_upgrade_aristocrat, Rat Upgrade: Aristoc-Rat
rats:rat_upgrade_tnt, Rat Upgrade: TNT
rats:rat_upgrade_tnt_survivor, Rat Upgrade: TNT Expert
rats:rat_upgrade_placer, Rat Upgrade: Block Placer
rats:rat_upgrade_voodoo, Rat Upgrade: Voodoo Doll
rats:rat_upgrade_gemcutter, Rat Upgrade: Gemcutter
rats:rat_upgrade_enchanter, Rat Upgrade: Enchanter
rats:rat_upgrade_disenchanter, Rat Upgrade: Disenchanter
rats:rat_upgrade_christmas, Rat Upgrade: Festive
rats:rat_upgrade_no_flute, Rat Upgrade: Flute Denier
rats:rat_upgrade_archeologist, Rat Upgrade: Archeologist
rats:rat_upgrade_basic_ratlantean, Rat Upgrade: Basic Ratlantean
rats:rat_upgrade_feral_bite, Rat Upgrade: Feral Bite
rats:rat_upgrade_buccaneer, Rat Upgrade: Buccaneer
rats:rat_upgrade_ratinator, Rat Upgrade: Ratinator
rats:rat_upgrade_psychic, Rat Upgrade: Psychic
rats:rat_upgrade_nonbeliever, §aRat Upgrade: Nonbeliever
rats:rat_upgrade_combined, Rat Upgrade: Combined
rats:rat_upgrade_combined_creative, Rat Upgrade: Combined(Creative)
rats:rat_nugget, Rat §o"Nugget"
rats:rat_nugget_ore, %s§o"Nugget"
rftoolsdim:dimlet_base, Dimlet Base Part
rftoolsdim:dimlet_control_circuit:0, Dimlet Control Circuit Rarity 0
rftoolsdim:dimlet_control_circuit:1, Dimlet Control Circuit Rarity 1
rftoolsdim:dimlet_control_circuit:2, Dimlet Control Circuit Rarity 2
rftoolsdim:dimlet_control_circuit:3, Dimlet Control Circuit Rarity 3
rftoolsdim:dimlet_control_circuit:4, Dimlet Control Circuit Rarity 4
rftoolsdim:dimlet_control_circuit:5, Dimlet Control Circuit Rarity 5
rftoolsdim:dimlet_control_circuit:6, Dimlet Control Circuit Rarity 6
rftoolsdim:dimlet_energy_module:0, Dimlet Basic Energy Module
rftoolsdim:dimlet_energy_module:1, Dimlet Regular Energy Module
rftoolsdim:dimlet_energy_module:2, Dimlet Advanced Energy Module
rftoolsdim:dimlet_memory_unit:0, Dimlet Basic Memory Unit
rftoolsdim:dimlet_memory_unit:1, Dimlet Regular Memory Unit
rftoolsdim:dimlet_memory_unit:2, Dimlet Advanced Memory Unit
rftoolsdim:dimlet_type_controller:0, Dimlet Biome Type Controller
rftoolsdim:dimlet_type_controller:1, Dimlet Liquid Type Controller
rftoolsdim:dimlet_type_controller:2, Dimlet Material Type Controller
rftoolsdim:dimlet_type_controller:3, Dimlet Mob Type Controller
rftoolsdim:dimlet_type_controller:4, Dimlet Sky Type Controller
rftoolsdim:dimlet_type_controller:5, Dimlet Structure Type Controller
rftoolsdim:dimlet_type_controller:6, Dimlet Terrain Type Controller
rftoolsdim:dimlet_type_controller:7, Dimlet Feature Type Controller
rftoolsdim:dimlet_type_controller:8, Dimlet Time Type Controller
rftoolsdim:dimlet_type_controller:9, Dimlet Digit Type Controller
rftoolsdim:dimlet_type_controller:10, Dimlet Effect Type Controller
rftoolsdim:dimlet_type_controller:11, Dimlet Special Type Controller
rftoolsdim:dimlet_type_controller:12, Dimlet Controller Type Controller
rftoolsdim:dimlet_type_controller:13, Dimlet Weather Type Controller
rftoolsdim:dimlet_type_controller:14, Dimlet Patreon Type Controller
rftoolsdim:structure_essence:0, Structure None Essence
rftoolsdim:structure_essence:1, Structure Village Essence
rftoolsdim:structure_essence:2, Structure Stronghold Essence
rftoolsdim:structure_essence:3, Structure Dungeon Essence
rftoolsdim:structure_essence:4, Structure Fortress Essence
rftoolsdim:structure_essence:5, Structure Mineshaft Essence
rftoolsdim:structure_essence:6, Structure Scattered Essence
rftoolsdim:structure_essence:7, Structure Ocean Monument Essence
rftoolsdim:structure_essence:8, Structure Swamp Hut Essence
rftoolsdim:structure_essence:9, Structure Desert Temple Essence
rftoolsdim:structure_essence:10, Structure Jungle Temple Essence
rftoolsdim:structure_essence:11, Structure Igloo Essence
rftoolsdim:known_dimlet:2, Material Dimlet (Stone)
rftoolsdim:known_dimlet:10, Effect Dimlet (None)
rftoolsdim:known_dimlet:13, Weather Dimlet (Default)
rftoolsdim:known_dimlet:6, Terrain Dimlet (Flat)
rftoolsdim:known_dimlet:1, Liquid Dimlet (Water)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal day)
rftoolsdim:known_dimlet:12, Controller Dimlet (Single)
rftoolsdim:known_dimlet:6, Terrain Dimlet (Void)
rftoolsdim:known_dimlet:9, Digit Dimlet (0)
rftoolsdim:known_dimlet:9, Digit Dimlet (1)
rftoolsdim:known_dimlet:9, Digit Dimlet (2)
rftoolsdim:known_dimlet:9, Digit Dimlet (3)
rftoolsdim:known_dimlet:9, Digit Dimlet (4)
rftoolsdim:known_dimlet:9, Digit Dimlet (5)
rftoolsdim:known_dimlet:9, Digit Dimlet (6)
rftoolsdim:known_dimlet:9, Digit Dimlet (7)
rftoolsdim:known_dimlet:9, Digit Dimlet (8)
rftoolsdim:known_dimlet:9, Digit Dimlet (9)
rftoolsdim:known_dimlet:8, Time Dimlet (Normal)
rftoolsdim:known_dimlet:5, Structure Dimlet (None)
rftoolsdim:known_dimlet:12, Controller Dimlet (Default)
rftoolsdim:known_dimlet:3, Mob Dimlet (Default)
rftoolsdim:known_dimlet:7, Feature Dimlet (None)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal night)
rftoolsdim:efficiency_essence, Efficiency Essence
rftoolsdim:mediocre_efficiency_essence, Mediocre Efficiency Essence
rftoolsdim:empty_dimension_tab, Empty Dimension Tab
rftoolsdim:realized_dimension_tab, Realized Dimension Tab
rftoolsdim:dimlet_template, Dimlet Template
rftoolsdim:dimlet_parcel, Dimlet Parcel
rftoolsdim:rftoolsdim_manual, RFTools Dimension Manual
rftoolsdim:dimension_monitor, Dimension Monitor
rftoolsdim:dimension_module, Dimension Screen Module
rftoolsdim:phased_field_generator, Phased Field Generator
rftoolsdim:dimensional_blank_block, Dimensional Blank Block
rftoolsdim:dimensional_block, Dimensional Block
rftoolsdim:dimensional_cross2_block, Dimensional Cross 2 Block
rftoolsdim:dimensional_cross_block, Dimensional Cross Block
rftoolsdim:dimensional_pattern1_block, Dimensional Pattern 1 Block
rftoolsdim:dimensional_pattern2_block, Dimensional Pattern 2 Block
rftoolsdim:dimensional_small_blocks, Dimensional Small Blocks
rftoolsdim:dimension_enscriber, Dimension Enscriber
rftoolsdim:dimension_builder, Dimension Builder
rftoolsdim:dimension_editor, Dimension Editor
rftoolsdim:dimlet_workbench, Dimlet Workbench
rftoolsdim:activity_probe, Activity Probe
rftoolsdim:energy_extractor, Energy Extractor
rftoolsdim:material_absorber, Material Absorber
rftoolsdim:liquid_absorber, Liquid Absorber
rftoolsdim:biome_absorber, Biome Absorber
rftoolsdim:terrain_absorber, Terrain Absorber
rftoolsdim:feature_absorber, Feature Absorber
rftoolsdim:time_absorber, Time Absorber
rftoolsdim:fake_water, retaW
rftoolsdim:fake_gravel, levarG
rftoolsdim:fake_sand, dnaS
rftoolspower:power_core1, Power Core (Low)
rftoolspower:power_core2, Power Core (Medium)
rftoolspower:power_core3, Power Core (High)
rftoolspower:cell1, Powercell (Low)
rftoolspower:cell2, Powercell (Medium)
rftoolspower:cell3, Powercell (High)
rftoolspower:information_screen, Information Screen
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
tcomplement:materials:0, Stone Bucket
tcomplement:materials:1, Scorched Brick
tcomplement:materials:6, iModifier
tcomplement:materials:10, Steel Ingot
tcomplement:materials:20, Steel Nugget
tcomplement:cast:0, Bucket Cast
tcomplement:cast_clay:0, Clay Bucket Cast
tcomplement:edibles:10, Milk Chocolate Ingot
tcomplement:edibles:11, Dark Chocolate Ingot
tcomplement:edibles:20, Milk Chocolate Nugget
tcomplement:edibles:21, Dark Chocolate Nugget
tcomplement:edibles:30, Cocoa Butter
tcomplement:melter:0, Melter
tcomplement:melter:8, Seared Heater
tcomplement:alloy_tank:0, Alloy Tank
tcomplement:manyullyn_helmet, Manyullyn Helmet
tcomplement:manyullyn_chestplate, Manyullyn Chestplate
tcomplement:manyullyn_leggings, Manyullyn Leggings
tcomplement:manyullyn_boots, Manyullyn Boots
tcomplement:knightslime_helmet, Knightslime Helmet
tcomplement:knightslime_chestplate, Knightslime Chestplate
tcomplement:knightslime_leggings, Knightslime Leggings
tcomplement:knightslime_boots, Knightslime Boots
tcomplement:steel_helmet, Steel Helmet
tcomplement:steel_chestplate, Steel Chestplate
tcomplement:steel_leggings, Steel Leggings
tcomplement:steel_boots, Steel Boots
tcomplement:storage:0, Block of Charcoal
tcomplement:storage:1, Block of Steel
tcomplement:high_oven_controller:0, High Oven Controller
tcomplement:scorched_faucet:0, Scorched Faucet
tcomplement:scorched_channel:0, Scorched Channel
tcomplement:scorched_casting:0, Scorched Casting Table
tcomplement:scorched_casting:1, Scorched Casting Basin
tcomplement:high_oven_io:0, Scorched Drain
tcomplement:high_oven_io:1, Scorched Chute
tcomplement:high_oven_io:2, Scorched Duct
tcomplement:scorched_block:0, Scorched Stone
tcomplement:scorched_block:1, Scorched Cobblestone
tcomplement:scorched_block:2, Scorched Paver
tcomplement:scorched_block:3, Scorched Bricks
tcomplement:scorched_block:4, Cracked Scorched Bricks
tcomplement:scorched_block:5, Fancy Scorched Bricks
tcomplement:scorched_block:6, Square Scorched Bricks
tcomplement:scorched_block:7, Scorched Road
tcomplement:scorched_block:8, Scorched Creeperface
tcomplement:scorched_block:9, Triangle Scorched Bricks
tcomplement:scorched_block:10, Small Scorched Bricks
tcomplement:scorched_block:11, Scorched Tiles
tcomplement:scorched_slab:0, Scorched Stone Slab
tcomplement:scorched_slab:1, Scorched Cobblestone Slab
tcomplement:scorched_slab:2, Scorched Paver Slab
tcomplement:scorched_slab:3, Scorched Bricks Slab
tcomplement:scorched_slab:4, Cracked Scorched Bricks Slab
tcomplement:scorched_slab:5, Fancy Scorched Bricks Slab
tcomplement:scorched_slab:6, Square Scorched Bricks Slab
tcomplement:scorched_slab:7, Scorched Road Slab
tcomplement:scorched_slab2:0, Scorched Creeperface Slab
tcomplement:scorched_slab2:1, Triangle Scorched Bricks Slab
tcomplement:scorched_slab2:2, Small Scorched Bricks Slab
tcomplement:scorched_slab2:3, Scorched Tile Slab
tcomplement:scorched_stairs_stone:0, Scorched Stone Stairs
tcomplement:scorched_stairs_cobble:0, Scorched Cobblestone Stairs
tcomplement:scorched_stairs_paver:0, Scorched Paver Stairs
tcomplement:scorched_stairs_brick:0, Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_cracked:0, Cracked Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_fancy:0, Fancy Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_square:0, Square Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_triangle:0, Triangle Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_small:0, Small Scorched Bricks Stairs
tcomplement:scorched_stairs_road:0, Scorched Road Stairs
tcomplement:scorched_stairs_tile:0, Scorched Tile Stairs
tcomplement:scorched_stairs_creeper:0, Scorched Creeperface Stairs
tcomplement:chisel_head:0, Electrical Chisel Head
tcomplement:chisel_head:0, Energetic Chisel Head
tcomplement:chisel_head:0, Vibrant Chisel Head
tcomplement:chisel_head:0, Red Chisel Head
tcomplement:chisel_head:0, Conductive Chisel Head
tcomplement:chisel_head:0, Pulsating Chisel Head
tcomplement:chisel_head:0, Dark Chisel Head
tcomplement:chisel_head:0, Souled Chisel Head
tcomplement:chisel_head:0, Chisel Head of the End
tcomplement:chisel_head:0, Fake-Iron Chisel Head
tcomplement:chisel_head:0, Naga Scale Chisel Head
tcomplement:chisel_head:0, Steeleaf Chisel Head
tcomplement:chisel_head:0, Fiery Chisel Head
tcomplement:chisel_head:0, Knightly Chisel Head
tcomplement:chisel_head:0, Wooden Chisel Head
tcomplement:chisel_head:0, Stone Chisel Head
tcomplement:chisel_head:0, Flint Chisel Head
tcomplement:chisel_head:0, Cactus Chisel Head
tcomplement:chisel_head:0, Bone Chisel Head
tcomplement:chisel_head:0, Obsidian Chisel Head
tcomplement:chisel_head:0, Prismarine Chisel Head
tcomplement:chisel_head:0, End Chisel Head
tcomplement:chisel_head:0, Paper Chisel Head
tcomplement:chisel_head:0, Sponge Chisel Head
tcomplement:chisel_head:0, Firewood Chisel Head
tcomplement:chisel_head:0, Iron Chisel Head
tcomplement:chisel_head:0, Pig Iron Chisel Head
tcomplement:chisel_head:0, Knightslime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Magma Slime Chisel Head
tcomplement:chisel_head:0, Netherrack Chisel Head
tcomplement:chisel_head:0, Cobalt Chisel Head
tcomplement:chisel_head:0, Ardite Chisel Head
tcomplement:chisel_head:0, Manyullyn Chisel Head
tcomplement:chisel_head:0, Copper Chisel Head
tcomplement:chisel_head:0, Bronze Chisel Head
tcomplement:chisel_head:0, Lead Chisel Head
tcomplement:chisel_head:0, Silver Chisel Head
tcomplement:chisel_head:0, Electrum Chisel Head
tcomplement:chisel_head:0, Steel Chisel Head
tcomplement:chisel_head:0, Magical Wooden Chisel Head
tcomplement:chisel_head:0, Evil Infused Chisel Head
tcomplement:chisel_head:0, Enchanted Chisel Head
tcomplement:chisel_head:0, Demonic Chisel Head
tcomplement:chisel_head:0, Molten Meat Chisel Head
tcomplement:chisel_head:0, Vespa Carapace Chisel Head
tcomplement:chisel_head:0, Scythe Claw Chisel Head
tcomplement:chisel_head:0, Ectoplasm Chisel Head
tcomplement:chisel_head:0, Dragon Bone Chisel Head
tcomplement:chisel_head:0, Desert Myrmex Chitin Chisel Head
tcomplement:chisel_head:0, Jungle Myrmex Chitin Chisel Head
tcomplement:chisel_head:0, Fire Dragonsteel Chisel Head
tcomplement:chisel_head:0, Ice Dragonsteel Chisel Head
tcomplement:chisel_head:0, Weezer Chisel Head
tcomplement:chisel_head:0, Treated Wood Chisel Head
tcomplement:chisel_head:0, Constantan Chisel Head
tcomplement:chisel_head:0, Prosperity Shard Chisel Head
tcomplement:chisel_head:0, Soulium Chisel Head
tcomplement:chisel_head:0, Base Essence Chisel Head
tcomplement:chisel_head:0, Inferium Chisel Head
tcomplement:chisel_head:0, Prudentium Chisel Head
tcomplement:chisel_head:0, Intermedium Chisel Head
tcomplement:chisel_head:0, Superium Chisel Head
tcomplement:chisel_head:0, Supremium Chisel Head
tcomplement:chisel_head:0, Plastic Chisel Head
tcomplement:chisel_head:0, Pink Slime Chisel Head
tcomplement:chisel_head:0, Reinforced Pink Slime Chisel Head
tcomplement:chisel_head:0, Enderium Chisel Head
tcomplement:chisel_head:0, Platinum Chisel Head
tcomplement:chisel_head:0, Iridium Chisel Head
tcomplement:chisel_head:0, Mithril Chisel Head
tcomplement:chisel_head:0, Signalum Chisel Head
